0.607545546	0.103217532	-0.558712987	-0.936958998
0.656265747	0.014040253	-0.526781215	-0.932397316
0.610666151	0.096623762	-0.554496597	-0.931461015
0.600060495	0.078301638	-0.478241143	-0.930432152
0.581929993	0.138989595	-0.557059602	-0.9367228
0.568349973	0.132697202	-0.506260194	-0.883825928
0.560218711	0.153205135	-0.525150827	-0.898246606
0.604369837	0.090971489	-0.518689049	-0.935825207
0.612847312	0.063013001	-0.48682131	-0.926688759
0.63606238	0.035059873	-0.499164578	-0.966610972
0.607470376	0.101414887	-0.553480451	-0.94046406
0.573982006	0.114903921	-0.475339331	-0.934417416
0.646144355	0.028840222	-0.519874563	-0.965705326
0.605025198	0.119785022	-0.589412159	-0.962673833
0.622417293	0.118908478	-0.664327457	-0.944054576
0.547622221	0.194655749	-0.592730995	-0.891394932
0.588578882	0.14730697	-0.617564343	-0.88232749
0.606548247	0.102533111	-0.558986756	-0.905497162
0.613656406	0.075770937	-0.518734054	-0.915070715
0.559297665	0.161829633	-0.54138304	-0.908276608
0.634675793	0.029240314	-0.485379843	-0.939456452
0.571837157	0.140352448	-0.537694954	-0.876718654
0.551541492	0.214249863	-0.662708371	-0.932541674
0.61195583	0.043030243	-0.46268139	-0.841965115
0.552228	0.099494833	-0.385576417	-0.935323833
0.652949012	-0.008230593	-0.471056316	-0.93388204
0.595564116	0.084983599	-0.489419483	-0.872354871
0.612839298	0.085564912	-0.534757895	-0.937967719
0.632188533	0.067200195	-0.560564626	-0.937223518
0.590481276	0.082880869	-0.458559566	-0.932319946
0.616931688	0.044268382	-0.461022771	-0.932627846
0.644500563	0.03542628	-0.543194288	-0.878185144
0.531566217	0.207581056	-0.558202053	-0.970546804
0.557348946	0.189248286	-0.603583905	-0.943369129
0.63606238	0.035059873	-0.499164578	-0.966610972
0.650245905	0.056157379	-0.603940983	-0.933990164
0.653995088	0.052542329	-0.609055706	-0.939854724
0.63606238	0.035059873	-0.499164578	-0.966610972
0.604248265	0.093805635	-0.526017558	-0.927079624
0.61559137	0.077060913	-0.524826068	-0.936643476
0.600666016	0.120466211	-0.583826836	-0.903960039
0.721877147	-0.119929458	-0.502568824	-0.88520819
0.572180751	0.143404183	-0.535492051	-0.928537239
0.577789582	0.104452707	-0.495107334	-0.81066525
0.533877944	0.142889448	-0.428555276	-0.879695848
